Occupation,Total,16-19,20-24,25-34,35-44,45-54,55-64,65<=,Median age,Year,Major Group,Minor Group,Broad Group,Detailed Occupation
psychologists,161.0,0.0,2.0,33.0,33.0,31.0,32.0,31.0,48.3,2016,19-0000,19-3000,19-3030,-
psychologists,193.0,0.0,0.0,42.0,53.0,33.0,44.0,22.0,45.8,2015,19-0000,19-3000,19-3030,-
psychologists,232.0,0.0,2.0,45.0,53.0,46.0,47.0,39.0,48.8,2014,19-0000,19-3000,19-3030,-
psychologists,186.0,1.0,2.0,32.0,41.0,37.0,49.0,25.0,49.5,2013,19-0000,19-3000,19-3030,-
psychologists,178.0,0.0,0.0,43.0,38.0,34.0,46.0,18.0,47,2012,19-0000,19-3000,19-3030,-
psychologists,197.0,0.0,2.0,40.0,46.0,35.0,46.0,27.0,48.3,2011,19-0000,19-3000,19-3030,-
counselors,1000.0,8.0,60.0,270.0,240.0,196.0,153.0,73.0,-,2021,21-0000,21-1000,21-1010,-
counselors,904.0,10.0,52.0,257.0,206.0,185.0,132.0,63.0,-,2020,21-0000,21-1000,21-1010,-
counselors,927.0,13.0,67.0,232.0,214.0,182.0,142.0,78.0,42.3,2019,21-0000,21-1000,21-1010,-
counselors,895.0,14.0,56.0,223.0,223.0,183.0,140.0,56.0,42,2018,21-0000,21-1000,21-1010,-
counselors,853.0,17.0,72.0,232.0,183.0,178.0,119.0,52.0,40.4,2017,21-0000,21-1000,21-1010,-
counselors,869.0,10.0,77.0,251.0,183.0,171.0,136.0,42.0,40.6,2016,21-0000,21-1000,21-1010,-
counselors,802.0,8.0,55.0,195.0,195.0,158.0,144.0,47.0,42.9,2015,21-0000,21-1000,21-1010,-
counselors,737.0,16.0,50.0,189.0,164.0,144.0,134.0,39.0,42.5,2014,21-0000,21-1000,21-1010,-
counselors,727.0,11.0,35.0,181.0,171.0,152.0,130.0,46.0,43.2,2013,21-0000,21-1000,21-1010,-
counselors,661.0,5.0,43.0,157.0,152.0,127.0,140.0,35.0,43.9,2012,21-0000,21-1000,21-1010,-
counselors,732.0,8.0,45.0,200.0,149.0,141.0,152.0,37.0,43,2011,21-0000,21-1000,21-1010,-
social workers,827.0,1.0,39.0,212.0,216.0,184.0,132.0,44.0,-,2021,21-0000,21-1000,21-1020,-
social workers,837.0,1.0,42.0,229.0,209.0,177.0,136.0,38.0,-,2020,21-0000,21-1000,21-1020,-
social workers,823.0,2.0,38.0,226.0,190.0,187.0,140.0,40.0,43.1,2019,21-0000,21-1000,21-1020,-
social workers,835.0,3.0,40.0,227.0,201.0,186.0,132.0,46.0,42.6,2018,21-0000,21-1000,21-1020,-
social workers,802.0,4.0,40.0,205.0,189.0,188.0,136.0,40.0,43,2017,21-0000,21-1000,21-1020,-
social workers,781.0,3.0,31.0,199.0,194.0,171.0,137.0,46.0,43.1,2016,21-0000,21-1000,21-1020,-
social workers,765.0,2.0,38.0,200.0,190.0,183.0,107.0,45.0,42.4,2015,21-0000,21-1000,21-1020,-
social workers,799.0,0.0,33.0,219.0,215.0,178.0,117.0,36.0,41.8,2014,21-0000,21-1000,21-1020,-
social workers,727.0,1.0,36.0,203.0,195.0,150.0,111.0,32.0,41.4,2013,21-0000,21-1000,21-1020,-
social workers,734.0,2.0,34.0,195.0,205.0,159.0,115.0,23.0,42,2012,21-0000,21-1000,21-1020,-
social workers,769.0,1.0,28.0,205.0,206.0,174.0,132.0,24.0,42.6,2011,21-0000,21-1000,21-1020,-
miscellaneous community and social service specialists,382.0,4.0,24.0,89.0,84.0,89.0,69.0,23.0,-,2021,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,435.0,3.0,40.0,90.0,101.0,95.0,83.0,24.0,-,2020,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,413.0,2.0,36.0,102.0,94.0,91.0,70.0,18.0,-,2019,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,383.0,4.0,29.0,113.0,80.0,82.0,59.0,17.0,-,2018,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,407.0,6.0,31.0,108.0,98.0,79.0,65.0,19.0,-,2017,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,375.0,3.0,24.0,89.0,97.0,82.0,57.0,24.0,-,2016,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,410.0,3.0,22.0,112.0,89.0,102.0,64.0,18.0,-,2015,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,394.0,3.0,28.0,91.0,103.0,82.0,68.0,20.0,-,2014,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,338.0,6.0,23.0,79.0,92.0,71.0,55.0,12.0,-,2013,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,333.0,2.0,28.0,86.0,72.0,69.0,60.0,15.0,-,2012,21-0000,21-1000,21-1090,-
miscellaneous community and social service specialists,308.0,5.0,28.0,78.0,66.0,72.0,48.0,12.0,-,2011,21-0000,21-1000,21-1090,-
miscellaneous legal support workers,187.0,2.0,9.0,47.0,30.0,39.0,39.0,22.0,-,2021,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,184.0,0.0,13.0,54.0,38.0,38.0,27.0,14.0,-,2020,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,193.0,0.0,12.0,51.0,36.0,46.0,30.0,18.0,44.9,2019,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,156.0,0.0,5.0,36.0,32.0,43.0,28.0,11.0,45.8,2018,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,186.0,0.0,6.0,42.0,38.0,42.0,45.0,13.0,46.6,2017,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,168.0,0.0,3.0,23.0,37.0,42.0,46.0,16.0,49.6,2016,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,172.0,1.0,7.0,42.0,38.0,32.0,39.0,13.0,45.9,2015,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,200.0,3.0,7.0,45.0,33.0,55.0,47.0,10.0,47.3,2014,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,244.0,3.0,14.0,54.0,45.0,73.0,45.0,11.0,45.3,2013,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,223.0,1.0,8.0,55.0,49.0,63.0,38.0,9.0,44.4,2012,23-0000,23-2000,23-2090,-
miscellaneous legal support workers,209.0,0.0,12.0,39.0,53.0,52.0,45.0,7.0,44.8,2011,23-0000,23-2000,23-2090,-
designers,904.0,7.0,62.0,262.0,207.0,143.0,158.0,64.0,-,2021,27-0000,27-1000,27-1020,-
designers,920.0,11.0,54.0,270.0,223.0,166.0,136.0,58.0,-,2020,27-0000,27-1000,27-1020,-
designers,983.0,10.0,80.0,299.0,226.0,169.0,133.0,66.0,40.2,2019,27-0000,27-1000,27-1020,-
designers,984.0,15.0,78.0,299.0,200.0,189.0,142.0,61.0,40.6,2018,27-0000,27-1000,27-1020,-
designers,908.0,10.0,73.0,256.0,205.0,168.0,146.0,50.0,41,2017,27-0000,27-1000,27-1020,-
designers,878.0,5.0,80.0,250.0,179.0,188.0,121.0,55.0,41,2016,27-0000,27-1000,27-1020,-
designers,899.0,7.0,63.0,257.0,197.0,186.0,127.0,62.0,41.9,2015,27-0000,27-1000,27-1020,-
designers,830.0,5.0,72.0,216.0,187.0,179.0,125.0,46.0,41.8,2014,27-0000,27-1000,27-1020,-
designers,784.0,5.0,64.0,214.0,179.0,170.0,111.0,41.0,41,2013,27-0000,27-1000,27-1020,-
designers,756.0,7.0,61.0,196.0,174.0,176.0,107.0,35.0,41.6,2012,27-0000,27-1000,27-1020,-
designers,766.0,5.0,51.0,207.0,170.0,187.0,109.0,36.0,41.8,2011,27-0000,27-1000,27-1020,-
"athletes, coaches, umpires, and related workers",289.0,46.0,34.0,70.0,59.0,32.0,26.0,23.0,-,2021,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",263.0,38.0,43.0,74.0,40.0,31.0,22.0,13.0,-,2020,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",345.0,65.0,53.0,84.0,50.0,43.0,23.0,26.0,30.6,2019,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",359.0,65.0,56.0,89.0,59.0,48.0,22.0,19.0,31.6,2018,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",345.0,56.0,57.0,90.0,49.0,47.0,30.0,17.0,31.4,2017,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",312.0,51.0,58.0,68.0,43.0,40.0,34.0,18.0,31.9,2016,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",296.0,52.0,50.0,68.0,57.0,32.0,28.0,10.0,31.2,2015,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",294.0,37.0,61.0,71.0,55.0,33.0,27.0,10.0,31.7,2014,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",288.0,44.0,66.0,57.0,40.0,40.0,28.0,12.0,30.9,2013,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",267.0,44.0,60.0,48.0,38.0,38.0,30.0,9.0,31.1,2012,27-0000,27-2000,27-2020,-
"athletes, coaches, umpires, and related workers",272.0,39.0,59.0,59.0,41.0,40.0,29.0,5.0,30.8,2011,27-0000,27-2000,27-2020,-
"musicians, singers, and related workers",179.0,3.0,13.0,42.0,31.0,28.0,27.0,35.0,-,2021,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",168.0,1.0,17.0,44.0,33.0,19.0,21.0,32.0,-,2020,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",202.0,4.0,17.0,42.0,35.0,36.0,29.0,41.0,46.8,2019,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",202.0,4.0,12.0,52.0,41.0,32.0,26.0,35.0,43.5,2018,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",188.0,6.0,14.0,48.0,36.0,28.0,28.0,28.0,43.2,2017,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",192.0,3.0,13.0,51.0,44.0,19.0,36.0,24.0,42.6,2016,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",202.0,3.0,12.0,42.0,41.0,28.0,46.0,28.0,46.7,2015,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",194.0,4.0,13.0,40.0,37.0,39.0,37.0,24.0,46.9,2014,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",202.0,10.0,11.0,51.0,36.0,30.0,45.0,18.0,44,2013,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",203.0,7.0,18.0,51.0,35.0,34.0,38.0,20.0,43.3,2012,27-0000,27-2000,27-2040,-
"musicians, singers, and related workers",191.0,3.0,22.0,40.0,39.0,31.0,38.0,18.0,43.2,2011,27-0000,27-2000,27-2040,-
"miscellaneous entertainers and performers, sports and related workers",58.0,1.0,5.0,14.0,11.0,15.0,5.0,5.0,-,2021,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",56.0,0.0,3.0,18.0,12.0,12.0,7.0,4.0,-,2020,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",50.0,1.0,3.0,21.0,8.0,6.0,6.0,5.0,39.3,2019,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",68.0,2.0,4.0,26.0,10.0,12.0,7.0,7.0,37.7,2018,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",67.0,2.0,8.0,15.0,16.0,13.0,7.0,5.0,40.5,2017,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",49.0,3.0,8.0,10.0,10.0,9.0,7.0,1.0,-,2016,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",41.0,2.0,7.0,12.0,9.0,5.0,2.0,4.0,-,2015,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",38.0,2.0,6.0,9.0,9.0,3.0,6.0,3.0,-,2014,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",35.0,2.0,3.0,12.0,5.0,5.0,8.0,1.0,-,2013,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",41.0,2.0,5.0,14.0,6.0,6.0,2.0,5.0,-,2012,27-0000,27-2000,27-2090,-
"miscellaneous entertainers and performers, sports and related workers",44.0,3.0,7.0,14.0,5.0,3.0,9.0,3.0,-,2011,27-0000,27-2000,27-2090,-
miscellaneous media and communication workers,151.0,5.0,8.0,25.0,34.0,31.0,35.0,15.0,-,2021,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,141.0,1.0,4.0,41.0,22.0,31.0,27.0,14.0,-,2020,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,118.0,1.0,4.0,28.0,28.0,28.0,20.0,8.0,44.4,2019,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,111.0,2.0,12.0,13.0,24.0,28.0,19.0,13.0,47.3,2018,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,112.0,2.0,8.0,23.0,27.0,22.0,19.0,10.0,44.6,2017,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,116.0,1.0,7.0,31.0,32.0,19.0,17.0,9.0,41.1,2016,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,84.0,0.0,7.0,16.0,19.0,21.0,14.0,7.0,43.5,2015,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,78.0,0.0,6.0,9.0,23.0,21.0,13.0,7.0,44.2,2014,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,90.0,1.0,6.0,24.0,24.0,17.0,13.0,4.0,40.4,2013,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,98.0,2.0,8.0,27.0,21.0,21.0,13.0,7.0,40.3,2012,27-0000,27-3000,27-3090,-
miscellaneous media and communication workers,89.0,2.0,9.0,22.0,17.0,18.0,12.0,9.0,40.6,2011,27-0000,27-3000,27-3090,-
miscellaneous healthcare diagnosing or treating practitioners,244.0,0.0,7.0,51.0,56.0,66.0,45.0,20.0,-,2021,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,228.0,1.0,8.0,57.0,43.0,57.0,38.0,21.0,-,2020,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,243.0,0.0,10.0,75.0,47.0,51.0,46.0,14.0,-,2019,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,218.0,0.0,12.0,50.0,44.0,53.0,46.0,15.0,-,2018,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,207.0,0.0,11.0,52.0,43.0,48.0,44.0,10.0,-,2017,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,201.0,1.0,9.0,49.0,47.0,52.0,33.0,10.0,-,2016,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,194.0,1.0,11.0,48.0,56.0,42.0,30.0,7.0,-,2015,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,199.0,0.0,9.0,60.0,51.0,44.0,30.0,6.0,-,2014,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,209.0,0.0,10.0,47.0,53.0,61.0,32.0,7.0,-,2013,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,186.0,0.0,8.0,50.0,45.0,47.0,32.0,3.0,-,2012,29-0000,29-1000,29-1290,-
miscellaneous healthcare diagnosing or treating practitioners,174.0,0.0,5.0,45.0,45.0,42.0,32.0,5.0,-,2011,29-0000,29-1000,29-1290,-
diagnostic related technologists and technicians,461.0,2.0,19.0,104.0,116.0,110.0,88.0,19.0,-,2021,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,486.0,0.0,19.0,109.0,142.0,108.0,93.0,16.0,-,2020,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,398.0,1.0,15.0,103.0,109.0,83.0,70.0,17.0,42.6,2019,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,346.0,2.0,21.0,90.0,92.0,71.0,62.0,7.0,41.8,2018,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,319.0,0.0,19.0,79.0,76.0,80.0,56.0,9.0,43.3,2017,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,311.0,1.0,16.0,73.0,69.0,87.0,54.0,11.0,43.8,2016,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,322.0,1.0,13.0,90.0,82.0,78.0,49.0,9.0,42.5,2015,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,331.0,0.0,16.0,88.0,84.0,72.0,64.0,8.0,42.8,2014,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,362.0,0.0,19.0,107.0,86.0,73.0,70.0,7.0,41.9,2013,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,308.0,2.0,14.0,80.0,89.0,64.0,52.0,6.0,42.2,2012,29-0000,29-2000,29-2030,-
diagnostic related technologists and technicians,342.0,0.0,21.0,87.0,84.0,97.0,48.0,5.0,42.1,2011,29-0000,29-2000,29-2030,-
emergency medical technicians and paramedics,241.0,5.0,41.0,83.0,50.0,37.0,20.0,6.0,-,2021,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,219.0,3.0,42.0,81.0,36.0,30.0,20.0,7.0,-,2020,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,206.0,1.0,33.0,81.0,44.0,27.0,14.0,5.0,33,2019,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,214.0,3.0,33.0,91.0,45.0,25.0,15.0,2.0,32,2018,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,223.0,4.0,40.0,71.0,53.0,31.0,20.0,4.0,34.4,2017,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,194.0,1.0,32.0,75.0,40.0,34.0,10.0,2.0,33,2016,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,220.0,3.0,36.0,83.0,50.0,34.0,10.0,3.0,33.5,2015,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,232.0,3.0,37.0,86.0,55.0,33.0,14.0,3.0,32.4,2014,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,176.0,2.0,26.0,59.0,50.0,26.0,11.0,1.0,34.6,2013,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,172.0,5.0,17.0,73.0,40.0,25.0,10.0,1.0,33.8,2012,29-0000,29-2000,29-2040,-
emergency medical technicians and paramedics,185.0,2.0,30.0,81.0,34.0,27.0,8.0,2.0,31.8,2011,29-0000,29-2000,29-2040,-
health practitioner support technologists and technicians,723.0,24.0,123.0,218.0,168.0,97.0,69.0,25.0,-,2021,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,682.0,28.0,108.0,227.0,135.0,86.0,78.0,22.0,-,2020,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,710.0,19.0,131.0,234.0,138.0,92.0,78.0,18.0,33.2,2019,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,694.0,14.0,111.0,251.0,138.0,100.0,66.0,14.0,34.5,2018,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,632.0,13.0,108.0,190.0,152.0,100.0,58.0,11.0,35.5,2017,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,610.0,12.0,94.0,201.0,130.0,95.0,64.0,13.0,35.2,2016,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,626.0,7.0,112.0,221.0,116.0,97.0,61.0,12.0,34.5,2015,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,583.0,13.0,87.0,200.0,120.0,92.0,59.0,11.0,35.1,2014,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,554.0,11.0,91.0,172.0,110.0,98.0,55.0,16.0,36.1,2013,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,544.0,9.0,96.0,179.0,106.0,90.0,50.0,14.0,34.9,2012,29-0000,29-2000,29-2050,-
health practitioner support technologists and technicians,511.0,13.0,86.0,167.0,93.0,96.0,44.0,11.0,34.8,2011,29-0000,29-2000,29-2050,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3284.0,97.0,407.0,659.0,576.0,652.0,622.0,272.0,-,2021,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3272.0,97.0,362.0,683.0,610.0,619.0,621.0,285.0,-,2020,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3544.0,94.0,416.0,770.0,643.0,680.0,668.0,272.0,-,2019,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3389.0,97.0,400.0,730.0,622.0,695.0,609.0,236.0,-,2018,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3301.0,94.0,408.0,694.0,619.0,668.0,568.0,251.0,-,2017,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3454.0,79.0,449.0,774.0,604.0,702.0,616.0,230.0,-,2016,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3283.0,95.0,397.0,723.0,629.0,689.0,547.0,202.0,-,2015,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3234.0,75.0,415.0,656.0,590.0,735.0,541.0,221.0,-,2014,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3376.0,74.0,448.0,727.0,645.0,744.0,543.0,195.0,-,2013,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3190.0,70.0,440.0,689.0,578.0,716.0,515.0,182.0,-,2012,31-0000,31-1100,-,-
"home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",3038.0,68.0,404.0,639.0,590.0,693.0,473.0,171.0,-,2011,31-0000,31-1100,-,-
"miscellaneous first-line supervisors, protective service workers",80.0,0.0,1.0,12.0,18.0,26.0,15.0,6.0,-,2021,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",75.0,0.0,5.0,14.0,13.0,22.0,18.0,2.0,-,2020,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",78.0,0.0,2.0,8.0,21.0,24.0,15.0,8.0,48.8,2019,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",86.0,0.0,4.0,16.0,14.0,29.0,18.0,6.0,47.7,2018,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",72.0,0.0,2.0,11.0,16.0,21.0,16.0,6.0,48.2,2017,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",88.0,0.0,5.0,17.0,13.0,24.0,22.0,7.0,47.5,2016,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",81.0,0.0,0.0,13.0,14.0,24.0,19.0,11.0,51.5,2015,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",91.0,0.0,4.0,20.0,20.0,23.0,17.0,6.0,46.7,2014,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",100.0,0.0,1.0,23.0,21.0,29.0,19.0,6.0,47,2013,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",93.0,0.0,2.0,13.0,24.0,23.0,24.0,8.0,49.5,2012,33-0000,33-1000,33-1090,-
"miscellaneous first-line supervisors, protective service workers",111.0,0.0,4.0,21.0,22.0,34.0,25.0,7.0,47.2,2011,33-0000,33-1000,33-1090,-
"bailiffs, correctional officers, and jailers",318.0,2.0,36.0,96.0,67.0,69.0,40.0,7.0,-,2021,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",364.0,2.0,31.0,108.0,93.0,73.0,45.0,11.0,-,2020,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",372.0,2.0,33.0,113.0,81.0,80.0,47.0,16.0,40.8,2019,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",406.0,2.0,38.0,142.0,81.0,79.0,50.0,13.0,38.6,2018,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",408.0,2.0,34.0,136.0,88.0,86.0,43.0,18.0,39.3,2017,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",383.0,3.0,43.0,114.0,81.0,93.0,37.0,12.0,38.7,2016,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",443.0,5.0,54.0,117.0,102.0,106.0,49.0,10.0,38.7,2015,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",395.0,4.0,39.0,96.0,93.0,103.0,50.0,11.0,40.6,2014,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",413.0,2.0,37.0,96.0,133.0,94.0,40.0,11.0,40.1,2013,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",371.0,5.0,22.0,95.0,124.0,89.0,32.0,4.0,40.2,2012,33-0000,33-3000,33-3010,-
"bailiffs, correctional officers, and jailers",446.0,3.0,29.0,129.0,127.0,99.0,49.0,9.0,39.7,2011,33-0000,33-3000,33-3010,-
grounds maintenance workers,1322.0,90.0,163.0,287.0,284.0,233.0,173.0,91.0,-,2021,37-0000,37-3000,-,-
grounds maintenance workers,1322.0,90.0,163.0,287.0,284.0,233.0,173.0,91.0,-,2021,37-0000,37-3000,37-3010,-
grounds maintenance workers,1192.0,72.0,124.0,264.0,278.0,204.0,188.0,63.0,-,2020,37-0000,37-3000,-,-
grounds maintenance workers,1192.0,72.0,124.0,264.0,278.0,204.0,188.0,63.0,-,2020,37-0000,37-3000,37-3010,-
grounds maintenance workers,1273.0,77.0,130.0,323.0,262.0,208.0,188.0,85.0,39.8,2019,37-0000,37-3000,-,-
grounds maintenance workers,1273.0,77.0,130.0,323.0,262.0,208.0,188.0,85.0,39.8,2019,37-0000,37-3000,37-3010,-
grounds maintenance workers,1328.0,61.0,152.0,348.0,277.0,239.0,173.0,77.0,39.3,2018,37-0000,37-3000,-,-
grounds maintenance workers,1328.0,61.0,152.0,348.0,277.0,239.0,173.0,77.0,39.3,2018,37-0000,37-3000,37-3010,-
grounds maintenance workers,1365.0,78.0,147.0,355.0,276.0,266.0,179.0,64.0,38.8,2017,37-0000,37-3000,-,-
grounds maintenance workers,1365.0,78.0,147.0,355.0,276.0,266.0,179.0,64.0,38.8,2017,37-0000,37-3000,37-3010,-
grounds maintenance workers,1411.0,77.0,176.0,327.0,315.0,272.0,180.0,65.0,39,2016,37-0000,37-3000,-,-
grounds maintenance workers,1411.0,77.0,176.0,327.0,315.0,272.0,180.0,65.0,39,2016,37-0000,37-3000,37-3010,-
grounds maintenance workers,1349.0,76.0,170.0,332.0,269.0,244.0,190.0,69.0,38.8,2015,37-0000,37-3000,-,-
grounds maintenance workers,1349.0,76.0,170.0,332.0,269.0,244.0,190.0,69.0,38.8,2015,37-0000,37-3000,37-3010,-
grounds maintenance workers,1389.0,73.0,173.0,321.0,293.0,266.0,193.0,70.0,39.8,2014,37-0000,37-3000,-,-
grounds maintenance workers,1389.0,73.0,173.0,321.0,293.0,266.0,193.0,70.0,39.8,2014,37-0000,37-3000,37-3010,-
grounds maintenance workers,1327.0,84.0,161.0,312.0,304.0,254.0,150.0,62.0,38.5,2013,37-0000,37-3000,-,-
grounds maintenance workers,1327.0,84.0,161.0,312.0,304.0,254.0,150.0,62.0,38.5,2013,37-0000,37-3000,37-3010,-
grounds maintenance workers,1298.0,77.0,171.0,303.0,280.0,275.0,143.0,48.0,38.4,2012,37-0000,37-3000,-,-
